ID;CAPACIDAD;TIPO;DOTACION;PRECIONOCHE;CONSUMOEXTRA;HOTELID;RESERVAID;USUARIOID;SERVICIOCONSUMOID
36432;9;loft;Blankets;950;765;655;7400;5375;16651
36433;12;studio;Hangers;401;847;967;22052;393;29817
36434;7;cottage;Hairdryer;746;885;156;36391;4476;14953
36435;10;penthouse;Coffee maker;680;827;257;26483;6531;15550
36436;12;cottage;Hangers;600;985;124;16232;30697;35678
36437;3;penthouse;Coffee maker;391;747;795;21039;18397;47846
36438;7;suite;Pillows;661;775;72;49769;22406;29235
36439;15;studio;Toiletries;63;233;528;29586;8842;5688
36440;12;cottage;Toiletries;701;22;810;39658;44437;16691
36441;6;suite;Bed sheets;546;419;579;65;42797;28280
36442;6;penthouse;Blankets;56;490;6;46360;9558;44869
36443;1;bungalow;Bed sheets;873;75;527;34918;40548;13347
36444;8;penthouse;Pillows;882;294;683;42189;24100;23759
36445;1;twin;Mini fridge;466;532;367;48181;29424;14597
36446;11;penthouse;Bed sheets;463;736;639;11245;44648;41361
36447;3;suite;Safe box;163;230;372;26649;18842;29934
36448;5;suite;Coffee maker;966;851;892;33253;23235;14726
36449;13;single;Towels;36;63;928;2065;26885;17182
36450;12;studio;Safe box;938;993;71;43507;32603;18400
36451;10;penthouse;Mini fridge;595;894;252;40902;36253;5159
36452;2;loft;Mini fridge;588;89;26;1950;48514;29609
36453;3;twin;Mini fridge;847;348;335;28444;26245;22772
36454;15;double;Hangers;235;61;309;3481;14273;14626
36455;14;bungalow;Blankets;201;360;683;42346;7313;28442
36456;14;cottage;Hangers;296;543;181;42342;25609;9639
36457;5;suite;Bed sheets;458;402;706;5839;39748;13966
36458;3;apartment;Bed sheets;656;427;450;39285;38257;28896
36459;10;suite;Mini fridge;324;883;830;25063;46779;43693
36460;13;loft;Toiletries;291;989;423;7249;44792;33102
36461;8;double;Hairdryer;528;605;702;25215;25499;13578
36462;14;double;Coffee maker;622;951;425;37365;47904;5235
36463;14;bungalow;Bed sheets;888;887;569;25211;22722;2360
36464;13;studio;Mini fridge;807;300;602;19249;47542;14633
36465;8;single;Toiletries;285;910;253;19907;25957;36478
36466;10;studio;Blankets;431;241;295;40826;9669;32874
36467;11;apartment;Blankets;535;328;874;34173;9554;8710
36468;15;twin;Towels;153;101;464;15826;46723;26684
36469;4;suite;Towels;237;680;238;19963;1696;8171
36470;11;bungalow;Safe box;697;79;33;35128;14434;32824
36471;1;bungalow;Blankets;384;747;661;35;1689;28316
36472;4;bungalow;Mini fridge;163;69;6;26756;8718;45896
36473;5;apartment;Toiletries;433;395;379;9992;18726;48465
36474;12;apartment;Pillows;220;261;919;30845;7208;31209
36475;14;suite;Mini fridge;287;563;525;38014;9731;10820
36476;9;penthouse;Safe box;392;655;363;40455;16813;29658
36477;7;single;Mini fridge;454;257;379;28061;7980;21924
36478;2;cottage;Hairdryer;194;313;273;27532;21103;23746
36479;6;suite;Mini fridge;446;433;639;40481;6608;547
36480;5;double;Bed sheets;719;158;322;5545;27823;6689
36481;2;penthouse;Hairdryer;488;717;240;48054;18974;48434
36482;10;twin;Safe box;879;260;776;36340;17625;28187
36483;1;loft;Hairdryer;875;358;939;39193;46820;2373
36484;9;bungalow;Safe box;613;293;671;14457;18769;42731
36485;8;double;Coffee maker;8;448;620;44296;10372;8092
36486;1;cottage;Hairdryer;643;150;492;15862;30507;36586
36487;7;single;Bed sheets;378;651;825;48229;9759;20484
36488;2;loft;Towels;419;600;983;8102;28649;7178
36489;1;twin;Toiletries;436;81;585;2684;14840;25037
36490;10;bungalow;Blankets;409;944;592;32305;8228;33841
36491;5;apartment;Hangers;248;449;765;15066;2909;6121
36492;15;studio;Hairdryer;76;365;767;39954;35558;7005
36493;7;loft;Toiletries;310;390;477;16316;32206;45092
36494;4;twin;Pillows;684;965;267;49807;12087;9200
36495;2;twin;Hangers;658;187;358;5604;44036;46802
36496;5;studio;Hangers;230;387;538;28321;26578;9204
36497;4;bungalow;Mini fridge;417;797;232;22909;34040;3712
36498;9;apartment;Bed sheets;231;118;722;28681;34829;7205
36499;9;single;Mini fridge;966;766;667;44532;6619;37176
36500;1;loft;Hairdryer;79;197;837;10521;24532;48177
36501;6;cottage;Coffee maker;826;3;512;24631;24852;20737
36502;14;suite;Bed sheets;529;914;821;7693;47033;32903
36503;9;cottage;Blankets;556;995;214;33747;23698;44187
36504;15;suite;Coffee maker;142;748;424;47781;30958;33474
36505;7;studio;Hairdryer;43;609;671;42027;42617;10676
36506;15;apartment;Towels;330;595;275;18604;18059;26634
36507;3;loft;Blankets;357;794;135;25310;10183;46712
36508;11;bungalow;Hairdryer;415;522;969;5002;7974;23298
36509;4;suite;Blankets;234;349;294;44029;26999;7490
36510;13;cottage;Pillows;191;275;700;45566;41499;20114
36511;6;loft;Blankets;137;570;651;48681;17794;27968
36512;11;double;Coffee maker;394;253;83;34341;38262;13894
36513;11;loft;Mini fridge;7;167;251;44590;31803;22127
36514;5;bungalow;Safe box;471;490;645;42382;32268;21134
36515;3;penthouse;Mini fridge;906;744;8;20144;933;16683
36516;8;twin;Hairdryer;204;150;84;10668;32816;11644
36517;11;twin;Bed sheets;492;824;588;16105;29446;35397
36518;7;penthouse;Hangers;783;905;57;36504;49176;43600
36519;13;apartment;Bed sheets;684;906;32;39235;3099;919
36520;11;studio;Safe box;513;219;860;10692;33131;18053
36521;11;single;Safe box;201;599;758;25702;42187;26793
36522;5;suite;Safe box;56;156;879;23049;23407;44610
36523;15;suite;Hangers;27;43;819;41555;5545;47798
36524;12;penthouse;Toiletries;479;496;254;21951;20610;21048
36525;8;bungalow;Toiletries;878;51;228;24224;49247;29354
36526;4;bungalow;Hangers;62;264;818;34646;8844;280
36527;7;suite;Hangers;780;676;606;45572;25612;16202
36528;3;penthouse;Hangers;168;697;765;24584;28846;5732
36529;14;suite;Hairdryer;872;99;192;44868;25605;31487
36530;9;penthouse;Coffee maker;399;775;450;5875;9910;29072
36531;9;studio;Mini fridge;39;481;174;18657;34461;7349
36532;1;penthouse;Pillows;826;212;245;8010;9669;27583
36533;9;penthouse;Blankets;417;449;382;6174;11128;31290
36534;1;apartment;Coffee maker;577;59;738;41171;15545;15987
36535;7;loft;Pillows;177;339;839;13734;33399;39914
36536;13;double;Bed sheets;315;371;63;46652;36710;22962
36537;13;double;Blankets;640;14;815;17862;47782;1492
36538;7;double;Hairdryer;337;492;683;4575;18426;43398
36539;8;bungalow;Safe box;244;161;849;17684;4367;9981
36540;3;twin;Mini fridge;522;896;982;42832;14612;18994
36541;12;cottage;Bed sheets;148;386;374;19259;24168;30498
36542;2;apartment;Coffee maker;187;372;973;29558;34043;17424
36543;6;twin;Hangers;680;110;300;15657;10802;7594
36544;14;twin;Towels;628;915;617;33526;21126;16198
36545;1;double;Hangers;547;523;219;10748;13942;19004
36546;15;suite;Pillows;777;668;852;42111;18345;33071
36547;5;suite;Toiletries;976;653;229;45395;6190;24609
36548;11;studio;Coffee maker;823;940;546;38960;7655;20088
36549;7;bungalow;Hangers;924;888;654;40969;45727;7650
36550;14;twin;Towels;220;429;403;22342;1252;4765
36551;8;twin;Bed sheets;624;274;139;43597;5138;314
36552;8;suite;Mini fridge;346;167;842;42643;32227;4920
36553;14;suite;Toiletries;948;789;562;11345;36758;23129
36554;1;single;Blankets;720;198;730;18697;2541;17373
36555;5;double;Hangers;712;780;487;29695;23611;37093
36556;11;suite;Bed sheets;701;505;516;16603;47222;25704
36557;13;penthouse;Towels;208;380;485;24346;43373;1974
36558;13;suite;Safe box;478;284;0;5481;746;23939
36559;4;bungalow;Pillows;511;717;737;47432;37564;27218
36560;14;double;Mini fridge;816;170;777;45086;39929;22298
36561;7;twin;Hairdryer;468;512;227;19501;47442;40154
36562;3;apartment;Hairdryer;127;425;921;25156;43250;4
36563;1;penthouse;Blankets;66;827;369;39764;8729;45262
36564;9;double;Coffee maker;438;769;131;28415;22311;33321
36565;10;loft;Blankets;721;126;559;43725;47032;13490
36566;8;apartment;Pillows;92;306;374;42394;29123;40954
36567;12;suite;Blankets;205;666;546;22395;30224;45155
36568;4;studio;Blankets;82;899;834;5431;2756;13974
36569;6;cottage;Bed sheets;816;944;69;5462;48864;8534
36570;8;apartment;Bed sheets;854;841;168;15052;41814;17280
36571;14;cottage;Bed sheets;16;324;666;10734;5199;28151
36572;6;apartment;Towels;157;676;757;25658;25175;8101
36573;15;single;Toiletries;797;797;828;47975;12484;26721
36574;10;cottage;Hangers;541;815;87;22408;28908;39394
36575;9;single;Hairdryer;810;790;315;1580;32140;10222
36576;10;cottage;Safe box;483;268;873;49753;25723;47500
36577;14;twin;Hairdryer;761;390;38;30088;38741;7850
36578;9;single;Blankets;794;304;243;44004;23221;4212
36579;15;studio;Coffee maker;640;859;653;25204;9905;42044
36580;2;suite;Towels;987;19;324;7894;2421;41275
36581;10;studio;Hairdryer;491;104;488;7530;49108;31579
36582;15;penthouse;Bed sheets;811;297;745;27282;4889;9611
36583;5;twin;Blankets;108;380;328;10272;18327;35205
36584;15;twin;Toiletries;317;321;82;22477;39858;2621
36585;6;penthouse;Hairdryer;413;179;255;38841;4973;8594
36586;1;double;Safe box;220;149;621;38425;2151;14343
36587;6;single;Towels;202;108;150;17630;1341;37720
36588;6;twin;Safe box;512;8;860;31457;9606;48197
36589;1;bungalow;Blankets;615;150;411;37116;29742;24371
36590;9;loft;Towels;98;123;295;42442;5564;1998
36591;3;cottage;Safe box;929;936;963;23340;22813;8200
36592;3;apartment;Safe box;694;497;542;38691;5003;46682
36593;13;cottage;Mini fridge;585;812;878;49931;47365;19263
36594;11;penthouse;Towels;790;108;76;24035;347;47313
36595;2;single;Hairdryer;692;36;329;44011;19119;16437
36596;2;apartment;Bed sheets;52;564;787;10483;44730;37720
36597;7;cottage;Bed sheets;644;797;938;37843;38572;36411
36598;5;cottage;Toiletries;925;349;332;44888;38360;43237
36599;3;apartment;Pillows;981;570;532;38329;5688;29503
36600;8;bungalow;Bed sheets;695;416;902;26509;2694;19144
36601;7;single;Hangers;501;594;276;33806;26716;2035
36602;12;suite;Toiletries;168;97;97;35120;27473;39178
36603;13;penthouse;Blankets;30;736;525;26844;3504;42355
36604;6;apartment;Bed sheets;288;310;86;6802;4669;18638
36605;5;single;Mini fridge;322;436;802;44833;16026;20209
36606;1;double;Hairdryer;501;755;708;6827;7654;24302
36607;12;studio;Bed sheets;987;292;564;13591;49615;29380
36608;8;single;Safe box;993;171;118;22424;37695;46940
36609;11;bungalow;Hangers;828;66;503;21976;29232;17871
36610;15;double;Pillows;939;411;593;17079;29146;3938
36611;1;penthouse;Hangers;37;422;848;49678;27977;17647
36612;13;double;Coffee maker;140;712;376;26318;47144;37857
36613;5;suite;Towels;785;384;288;10142;36352;12608
36614;3;apartment;Mini fridge;857;666;21;8926;26568;23973
36615;10;twin;Pillows;828;845;74;17699;33970;41503
36616;13;loft;Hairdryer;634;596;501;18055;34283;25592
36617;9;twin;Blankets;364;596;55;40603;35156;35976
36618;1;apartment;Toiletries;457;369;59;46869;27427;14035
36619;6;twin;Towels;384;900;317;32192;14818;9513
36620;2;cottage;Hairdryer;912;706;967;47215;39879;36580
36621;15;penthouse;Mini fridge;625;209;590;23245;22432;9759
36622;11;twin;Towels;687;440;426;27400;43797;31181
36623;6;bungalow;Towels;836;231;562;49537;24795;46185
36624;6;cottage;Hangers;326;753;235;33793;45803;44232
36625;11;double;Hairdryer;119;263;622;13042;47159;48734
36626;7;apartment;Toiletries;997;808;83;30063;33285;3079
36627;15;twin;Hangers;594;864;651;31198;2438;17778
36628;2;double;Blankets;254;658;146;14604;40405;19384
36629;7;apartment;Mini fridge;802;329;335;7963;39340;39096
36630;11;double;Hangers;259;573;159;2838;35114;26978
36631;3;double;Pillows;564;25;605;40023;11420;38241
36632;10;apartment;Toiletries;672;897;437;28273;10672;7307
36633;5;penthouse;Bed sheets;53;980;731;1266;15916;429
36634;13;suite;Mini fridge;577;629;106;3774;1579;7717
36635;10;studio;Mini fridge;715;109;842;37470;32309;19476
36636;1;penthouse;Bed sheets;686;722;14;24536;16856;46530
36637;11;cottage;Hangers;644;282;984;34302;9710;8379
36638;5;twin;Hangers;476;937;17;6680;44246;10070
36639;1;studio;Blankets;868;307;337;11904;31768;19242
36640;6;single;Toiletries;954;122;232;43988;47492;10595
36641;9;studio;Blankets;423;893;205;36752;4838;3402
36642;13;loft;Coffee maker;195;382;271;5235;39703;37665
36643;3;studio;Mini fridge;833;820;645;34192;36807;10592
36644;4;apartment;Pillows;63;880;458;43348;24899;49393
36645;8;penthouse;Coffee maker;321;399;431;25784;730;21522
36646;6;loft;Coffee maker;286;392;350;33100;2729;44158
36647;3;single;Coffee maker;483;715;127;48899;44808;5516
36648;6;cottage;Hangers;248;479;607;5461;44847;33452
36649;8;loft;Coffee maker;343;498;299;48697;47286;14759
36650;2;apartment;Bed sheets;252;376;686;21193;37189;46230
36651;3;studio;Mini fridge;866;14;954;6388;39270;16400
36652;4;suite;Towels;44;226;655;12083;27702;43640
36653;11;cottage;Pillows;636;876;164;29349;33949;38838
36654;1;loft;Hairdryer;250;102;483;17502;42296;45730
36655;9;single;Towels;342;416;490;48926;18188;38431
36656;15;apartment;Hangers;527;631;963;34102;8802;38759
36657;6;apartment;Blankets;846;101;688;28695;26575;13882
36658;14;single;Pillows;347;312;369;3162;23400;20989
36659;10;loft;Mini fridge;243;571;264;40121;3280;15710
36660;15;loft;Hairdryer;429;892;963;47814;23951;4544
36661;12;apartment;Toiletries;276;199;590;12803;46921;21096
36662;1;loft;Hangers;553;847;40;22328;19430;36665
36663;10;penthouse;Safe box;824;276;680;23784;13934;25419
36664;10;bungalow;Safe box;127;220;160;371;43650;32692
36665;8;double;Coffee maker;9;793;357;21124;10467;4470
36666;5;single;Hairdryer;928;602;879;9646;6304;10215
36667;10;apartment;Hairdryer;608;552;860;39852;27714;36104
36668;8;apartment;Blankets;740;353;262;4433;5082;16371
36669;3;cottage;Blankets;828;144;101;39797;6178;22393
36670;12;twin;Bed sheets;969;608;197;18114;2394;38282
36671;15;loft;Hairdryer;351;553;778;43122;38802;9929
36672;1;single;Bed sheets;316;300;753;10885;37997;15148
36673;4;bungalow;Hairdryer;438;218;996;17136;40689;6897
36674;13;twin;Toiletries;355;885;805;48360;38858;5934
36675;10;double;Coffee maker;382;80;980;22381;49724;3022
36676;8;twin;Hairdryer;67;486;484;11040;46309;15820
36677;1;bungalow;Mini fridge;760;281;731;25323;41946;9414
36678;11;loft;Safe box;47;182;60;1101;48837;10621
36679;3;loft;Pillows;196;21;847;30655;10321;17596
36680;1;single;Blankets;500;224;621;31503;46919;45549
36681;3;loft;Towels;788;283;339;42776;41753;6773
36682;10;loft;Bed sheets;510;504;513;35515;3316;24451
36683;2;cottage;Hairdryer;527;93;419;41027;17403;7115
36684;7;single;Pillows;947;269;570;36366;18326;48113
36685;1;penthouse;Toiletries;923;228;373;40872;41784;33585
36686;11;cottage;Safe box;818;136;53;40904;46340;10041
36687;9;suite;Pillows;123;522;910;7227;40560;18304
36688;5;bungalow;Hangers;470;872;893;10522;49276;10999
36689;3;double;Toiletries;832;128;94;33946;43480;29023
36690;14;studio;Towels;901;780;31;633;43604;33917
36691;7;single;Hairdryer;6;84;104;4164;43212;17758
36692;4;studio;Hangers;513;891;724;25881;15719;18756
36693;7;penthouse;Safe box;133;504;381;7401;27121;6856
36694;6;apartment;Hangers;309;241;434;1295;6139;14765
36695;12;twin;Coffee maker;871;219;2;48975;12155;4640
36696;8;loft;Coffee maker;829;176;525;24753;35649;40877
36697;7;penthouse;Safe box;105;367;351;17950;48694;39498
36698;14;bungalow;Pillows;33;211;984;44705;30928;4343
36699;3;studio;Blankets;409;438;645;36131;48218;16787
36700;15;suite;Towels;479;586;214;20959;43893;7621
36701;15;single;Safe box;754;281;877;21141;47357;6854
36702;15;twin;Blankets;745;326;18;30406;24490;9086
36703;11;apartment;Blankets;81;759;512;43914;14061;19869
36704;15;suite;Pillows;918;165;407;23076;20023;25301
36705;2;twin;Safe box;120;649;631;18752;40510;24651
36706;5;penthouse;Towels;901;338;136;39087;15552;31390
36707;1;apartment;Hangers;989;716;348;36411;18999;6483
36708;15;penthouse;Hairdryer;310;923;987;31282;22033;35299
36709;14;double;Safe box;384;111;746;23940;47783;15029
36710;8;studio;Towels;149;601;45;10709;31916;48485
36711;11;twin;Hairdryer;855;548;565;31909;42850;39453
36712;5;apartment;Mini fridge;266;284;500;18424;17938;27886
36713;14;twin;Blankets;119;242;716;47966;30255;4501
36714;8;loft;Bed sheets;751;853;413;839;26541;30117
36715;14;studio;Coffee maker;740;280;327;17730;14015;17473
36716;8;studio;Hangers;44;599;373;41112;19032;16343
36717;4;penthouse;Bed sheets;337;146;638;28457;48791;20471
36718;4;twin;Hairdryer;324;545;172;30520;30668;20781
36719;9;penthouse;Hangers;773;179;152;7002;29298;21231
36720;8;double;Mini fridge;991;503;479;31650;46336;46823
36721;14;single;Hangers;84;337;270;11942;36368;11509
36722;14;twin;Bed sheets;70;494;131;46104;30726;43688
36723;8;single;Towels;893;769;794;41348;44788;16872
36724;12;bungalow;Towels;857;622;204;27735;16125;36145
36725;3;bungalow;Pillows;883;43;990;44409;21127;49797
36726;7;bungalow;Safe box;823;498;209;11715;188;40239
36727;11;twin;Safe box;207;3;988;6292;23468;16178
36728;2;studio;Toiletries;41;977;110;40416;42791;5188
36729;5;loft;Coffee maker;863;633;415;18161;41528;4317
36730;3;bungalow;Pillows;870;805;85;12727;41397;4168
36731;9;double;Blankets;756;764;66;40671;1805;179
36732;15;cottage;Pillows;993;774;13;6474;31165;27310
36733;15;cottage;Toiletries;798;608;45;37209;18100;32140
36734;8;studio;Mini fridge;682;232;610;9920;24757;40765
36735;3;studio;Towels;652;470;619;15777;19897;38790
36736;2;loft;Mini fridge;152;342;590;28710;4864;5836
36737;6;single;Hangers;436;232;776;28090;35948;48660
36738;3;bungalow;Pillows;677;787;864;31274;6386;29397
36739;9;studio;Mini fridge;949;687;86;19062;31844;23657
36740;6;cottage;Hairdryer;467;956;92;11672;34545;37601
36741;12;studio;Bed sheets;595;491;691;9758;38313;48160
36742;15;double;Toiletries;343;21;558;18557;35314;10446
36743;15;cottage;Coffee maker;166;691;552;40672;38937;22116
36744;15;twin;Hairdryer;249;344;638;48194;7341;31655
36745;14;twin;Towels;198;518;840;28812;2230;14241
36746;7;cottage;Mini fridge;51;739;666;39141;47318;44582
36747;8;twin;Blankets;973;628;766;46411;8151;10247
36748;15;loft;Hairdryer;531;700;734;28966;12516;33945
36749;2;suite;Hairdryer;749;295;871;13735;25999;39720
36750;9;single;Mini fridge;291;654;141;6313;5846;26492
36751;7;bungalow;Bed sheets;118;740;959;7589;31979;5723
36752;8;twin;Blankets;421;767;60;27454;46792;10653
36753;13;apartment;Safe box;705;308;941;25742;14604;44502
36754;8;cottage;Toiletries;811;117;953;29976;8914;9418
36755;3;penthouse;Pillows;565;724;449;47104;4462;30674
36756;13;apartment;Towels;317;662;10;40737;41951;4483
36757;14;twin;Hairdryer;671;757;963;30459;33919;29099
36758;8;penthouse;Mini fridge;429;886;323;1568;17260;31141
36759;14;studio;Towels;10;405;809;28602;8129;21110
36760;11;single;Towels;383;507;115;30877;45140;10199
36761;2;studio;Coffee maker;662;532;666;3804;22846;34703
36762;3;cottage;Towels;898;719;318;16761;15846;48157
36763;12;cottage;Bed sheets;539;488;320;34983;26740;38940
